"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",-0.571801704826575,0.733797979223185,12.7988471830278,2,-1,0.33866511268063,-5.78341223082854,4.56650136648246,0.814101827846872,0.95,0.184700737358706
"2",-0.808376246877015,0.808743562968448,13.4790593828075,1.84790593828075,-1.15209406171925,0.447905938280746,-4.60837624687701,4.39162375312299,0.839162375312299,0.873952969140373,0.239162375312299
"3",-0.366910807602108,0.874963378859684,14.5827229809947,1.95827229809947,-1.04172770190053,0.558272298099473,-4.16691080760211,4.83308919239789,0.883308919239789,0.929136149049737,0.283308919239789
"4",-0.546024831363844,0.743220724985924,12.2865428742814,2,-1,0.340181745811269,-5.42546298452094,4.47497620606527,0.815344860988044,0.95,0.185073696487032
"5",-1.38702584152633,0.759479157112159,10.8373231209383,1.5,-1,0.391005577858688,-5.91189046016323,4.4749943848129,0.842276891452175,0.95,0.193705819578583
"6",-0.557728979208152,0.738337591891877,12.5759856022429,1.99996835160301,-1,0.334338850823523,-6,4.63440892416181,0.811436939476466,0.95,0.183993888202233
"7",-0.561142619559229,0.737846856999318,12.5800449617017,2,-1,0.33873255352697,-4.98954512903299,4.383597420091,0.814807245581894,0.95,0.184894088976647
"8",-0.555920917301591,0.741284353323814,12.4276156111411,2,-1,0.340680280064069,-5.93114023408349,4.58516956302963,0.815190927286777,0.95,0.185032427482818
"9",-0.664904752215841,0.74553545438715,11.2382537537425,1.84863058915131,-1,0.341628603673046,-4.9724963214331,4.35942237337186,0.816595810729214,0.95,0.185412833827737
"10",-0.309913990367204,0.883512901444919,14.725215024082,1.9725215024082,-1.0274784975918,0.572521502408199,-4.1099139903672,4.8900860096328,0.88900860096328,0.936260751204099,0.28900860096328
"11",-0.72314491288754,0.750766513464964,10.3919371510123,1.752818334361,-1,0.342930492161273,-4.06175008674561,4.09284849421821,0.818513167025067,0.95,0.185923657758385
"12",-0.826443611730695,0.735540450904585,11.0872325347781,1.72622987672318,-1,0.345960384756938,-5.52940625966754,4.4918026429488,0.81823354691381,0.95,0.185694414072323
"13",-1.31663847695553,0.727303138745722,11.1886141120034,1.5,-1,0.360975695864699,-4.24453722795972,4.17623855847437,0.826759186936253,0.95,0.188171398748805
"14",-0.600143813041237,0.748233920005719,11.4661185067704,1.91248265786307,-1,0.340290796730508,-4.87486430245557,4.33805445347891,0.815971802387851,0.95,0.185262232494312
"15",-0.723107726895555,0.755191107382102,10.0301175250712,1.72896012083156,-1,0.346640822553164,-6,4.54795750322679,0.81895462487243,0.95,0.186141173892075
"16",-0.604750834667395,0.747359866435569,11.5173750188138,1.91315144673935,-1,0.343180337226173,-5.05818875662785,4.371394581113,0.817442228721646,0.95,0.185658550274798
"17",-0.605548914185019,0.746695629740725,11.5378719289267,1.91218822320782,-1,0.343309668764612,-6,4.5822203501878,0.816724686145671,0.95,0.18544057522625
"18",-0.668198379036039,0.829770243144594,13.8295040524099,1.88295040524099,-1.11704959475901,0.48295040524099,-4.46819837903604,4.53180162096396,0.853180162096396,0.891475202620495,0.253180162096396
"19",-0.665204659919328,0.740706370037548,11.5071103387304,1.85988800766237,-1,0.341157850142943,-5.31153637606327,4.4448345641986,0.815991747163684,0.95,0.18523369566375
"20",-0.60709299716542,0.750612398323417,11.1950680285908,1.89312039647101,-1,0.346158651239671,-6,4.55524197873062,0.818593342320415,0.95,0.18603970886253
"21",-0.313658906426281,0.882951164036058,14.7158527339343,1.97158527339343,-1.02841472660657,0.57158527339343,-4.11365890642628,4.88634109357372,0.888634109357372,0.935792636696715,0.288634109357372
"22",-0.552961196743484,0.742912590353171,12.3576978054052,2,-1,0.338869587830118,-4.98850576862299,4.38441407883305,0.814856066087069,0.95,0.184922750628578
