"","Date","Maxima"
"1",2015-01-05,0.0542304698584811
"2",2015-01-06,0.0421622534484348
"3",2015-01-07,0.0191944472561471
"4",2015-01-08,0.00441498133596112
"5",2015-01-09,0.0342061321063419
"6",2015-01-12,0.0322807827720967
"7",2015-01-13,0.0403239797743932
"8",2015-01-14,0.0582620782821053
"9",2015-01-15,0.0537902369302755
"10",2015-01-16,0.0529655355799126
"11",2015-01-20,0.0648175000764708
"12",2015-01-21,0.0314548278591411
"13",2015-01-22,0.0383678190524759
"14",2015-01-23,0.104339884235846
"15",2015-01-26,0.0179841364166809
"16",2015-01-27,0.0970985894486943
"17",2015-01-28,0.0462148883286984
"18",2015-01-29,0.10851144519609
"19",2015-01-30,0.0448767462912562
"20",2015-02-02,0.0121937360795802
"21",2015-02-03,0.0112219300021101
"22",2015-02-04,0.0851640284255843
"23",2015-02-05,0.0447929187613389
"24",2015-02-06,0.0883855698676938
"25",2015-02-09,0.0252727808350388
"26",2015-02-10,0.00913568672200585
"27",2015-02-11,0.028069083960223
"28",2015-02-12,0.0664548481887277
"29",2015-02-13,0.0302747759081795
"30",2015-02-17,0.0169033952787077
"31",2015-02-18,0.0253657615791625
"32",2015-02-19,0.0326276398942567
"33",2015-02-20,0.00854588247168785
"34",2015-02-23,0.0460441555362001
"35",2015-02-24,0.0279213882012385
"36",2015-02-25,0.0259058639817621
"37",2015-02-26,0.0276684717890012
"38",2015-02-27,0.0201414724454615
"39",2015-03-02,0.0326621299459423
"40",2015-03-03,0.024436157849456
"41",2015-03-04,0.0314066637596755
"42",2015-03-05,0.0582423436850434
"43",2015-03-06,0.0391342491436538
"44",2015-03-09,0.018872404715062
"45",2015-03-10,0.0363828718111399
"46",2015-03-11,0.0277795641070757
"47",2015-03-12,0.0484809960873916
"48",2015-03-13,0.0245962962258135
"49",2015-03-16,0.0381975002196287
"50",2015-03-17,0.0191901359103646
"51",2015-03-18,0.0372550088760147
"52",2015-03-19,0.0255337819823837
"53",2015-03-20,0.0174273284984897
"54",2015-03-23,0.0405736760499216
"55",2015-03-24,0.0296101688243538
"56",2015-03-25,0.0675076307252616
"57",2015-03-26,0.0242032182864202
"58",2015-03-27,0.0288238439351911
"59",2015-03-30,0.0170190369559907
"60",2015-03-31,0.0277267007567675
"61",2015-04-01,0.0249062167103822
"62",2015-04-02,0.0212526046942623
"63",2015-04-06,0.00896246386437313
"64",2015-04-07,0.0256955703762405
"65",2015-04-08,0.0199052802616082
"66",2015-04-09,0.0221725044597155
"67",2015-04-10,0.012320477449265
"68",2015-04-13,0.0313527414493364
"69",2015-04-14,0.0403724552903875
"70",2015-04-15,0.0219195930073067
"71",2015-04-16,0.0223140156580772
"72",2015-04-17,0.106522630838004
"73",2015-04-20,0.0355066884569098
"74",2015-04-21,0.0578673823205487
"75",2015-04-22,0.0302398851897183
"76",2015-04-23,0.0707213779452794
"77",2015-04-24,0.0375295510832148
"78",2015-04-27,0.0334888471673938
"79",2015-04-28,0.0227282932661998
"80",2015-04-29,0.0344324244349706
"81",2015-04-30,0.0279189559059815
"82",2015-05-01,0.0183557812459535
"83",2015-05-04,0.0242837955459774
"84",2015-05-05,0.0367345603203811
"85",2015-05-06,0.0281228385026971
"86",2015-05-07,0.0408994812714147
"87",2015-05-08,0.0766765106983437
"88",2015-05-11,0.0285409941663515
"89",2015-05-12,0.0176019949329883
"90",2015-05-13,0.0324778551563845
"91",2015-05-14,0.0324724017036493
"92",2015-05-15,0.0190421500827221
"93",2015-05-18,0.0166081700744718
"94",2015-05-19,0.0446508200604801
"95",2015-05-20,0.0474684986620496
"96",2015-05-21,0.0173917427118692
"97",2015-05-22,0.0187586269950978
"98",2015-05-26,0.0283351176535196
"99",2015-05-27,0.00854681628849393
"100",2015-05-28,0.0223438722754692
"101",2015-05-29,0.0680637072045954
"102",2015-06-01,0.021877416317285
"103",2015-06-02,0.0198562480366949
"104",2015-06-03,0.0291776874734825
"105",2015-06-04,0.0238146760808174
"106",2015-06-05,0.0340536931850047
"107",2015-06-08,0.036684420373536
"108",2015-06-09,0.0176317073335652
"109",2015-06-10,0.0209205373844684
"110",2015-06-11,0.0182475380406978
"111",2015-06-12,0.0278706220981716
"112",2015-06-15,0.0257540355207543
"113",2015-06-16,0.00947417765067004
"114",2015-06-17,0.0300976236950605
"115",2015-06-18,0.0495251904140744
"116",2015-06-19,0.0272755429307518
"117",2015-06-22,0.0165729308847444
"118",2015-06-23,0.0260479843189774
"119",2015-06-24,0.0319086409056192
"120",2015-06-25,0.0231456070239968
"121",2015-06-26,0.0435712482936402
"122",2015-06-29,0.0540672212702759
"123",2015-06-30,0.0120215958640139
"124",2015-07-01,0.0227282677358938
"125",2015-07-02,0.0128065621735141
"126",2015-07-06,0.0253103714810631
"127",2015-07-07,0.167054084663166
"128",2015-07-08,0.0538547961676251
"129",2015-07-09,0.0290884499133006
"130",2015-07-10,0.010152371464018
"131",2015-07-13,0.00759365365124494
"132",2015-07-14,0.0105848337532764
"133",2015-07-15,0.0448953199078909
"134",2015-07-16,0.0470060423759305
"135",2015-07-17,0.0437228110138317
"136",2015-07-20,0.0374621651128446
"137",2015-07-21,0.0729250560918317
"138",2015-07-22,0.0432149126278679
"139",2015-07-23,0.0586047222837475
"140",2015-07-24,0.140654660357787
"141",2015-07-27,0.047846865573566
"142",2015-07-28,0.0101755683971084
"143",2015-07-29,0.0155041497712601
"144",2015-07-30,0.0408892345398275
"145",2015-07-31,0.050145439351255
"146",2015-08-03,0.0330913118967814
"147",2015-08-04,0.0334784753444182
"148",2015-08-05,0.0961898755083663
"149",2015-08-06,0.0930434711663839
"150",2015-08-07,0.0290577145909187
"151",2015-08-10,0.0796440630599254
"152",2015-08-11,0.0534409909168473
"153",2015-08-12,0.0259528781093938
"154",2015-08-13,0.0596382663197311
"155",2015-08-14,0.018119553143653
"156",2015-08-17,0.032623091361588
"157",2015-08-18,0.0343764081886919
"158",2015-08-19,0.037662606220357
"159",2015-08-20,0.0816483997055883
"160",2015-08-21,0.078858110871171
"161",2015-08-24,0.0755616371687078
"162",2015-08-25,0.0710958968159545
"163",2015-08-26,-0.0101425934422995
"164",2015-08-27,0.00244134123697534
"165",2015-08-28,0.0182043875808705
"166",2015-08-31,0.0340640829170208
"167",2015-09-01,0.0837369487631621
"168",2015-09-02,0.00331391672904192
"169",2015-09-03,0.0424277096487919
"170",2015-09-04,0.0298333121382682
"171",2015-09-08,0.0396459895161469
"172",2015-09-09,0.0320473748044745
"173",2015-09-10,0.0268333960943549
"174",2015-09-11,0.0223414447245229
"175",2015-09-14,0.0992982209822803
"176",2015-09-15,0.00376357500937061
"177",2015-09-16,0.0287869888025428
"178",2015-09-17,0.0436922822181044
"179",2015-09-18,0.0456888651137217
"180",2015-09-21,0.0326115855887609
"181",2015-09-22,0.069882635512525
"182",2015-09-23,0.027345272373989
"183",2015-09-24,0.064728384372746
"184",2015-09-25,0.039759241833168
"185",2015-09-28,0.0643023983407355
"186",2015-09-29,0.0515381550448291
"187",2015-09-30,0.00471498582051915
"188",2015-10-01,0.0349014913725394
"189",2015-10-02,0.0338411283526445
"190",2015-10-05,0.0172566210219484
"191",2015-10-06,0.044875611120067
"192",2015-10-07,0.0542956012269298
"193",2015-10-08,0.0228491450122353
"194",2015-10-09,0.0269567734797217
"195",2015-10-12,0.0809718231038054
"196",2015-10-13,0.0368713513408746
"197",2015-10-14,0.105810251267391
"198",2015-10-15,0.0865579495937809
"199",2015-10-16,0.0336659006148974
"200",2015-10-19,0.049202649806891
"201",2015-10-20,0.0683511503484406
"202",2015-10-21,0.0567020558985903
"203",2015-10-22,0.109020720054467
"204",2015-10-23,0.0555957740130248
"205",2015-10-26,0.0471670104665996
"206",2015-10-27,0.0587233612886954
"207",2015-10-28,0.113496914666175
"208",2015-10-29,0.0566540370559805
"209",2015-10-30,0.04957085464455
"210",2015-11-02,0.030892521455134
"211",2015-11-03,0.0447899459692802
"212",2015-11-04,0.0357180826020791
"213",2015-11-05,0.16547125985309
"214",2015-11-06,0.0530257825287346
"215",2015-11-09,0.100589972072865
"216",2015-11-10,0.0539179047944689
"217",2015-11-11,0.0310367752007438
"218",2015-11-12,0.0462485464518604
"219",2015-11-13,0.0599735963558617
"220",2015-11-16,0.0240827081748867
"221",2015-11-17,0.0340821008881695
"222",2015-11-18,0.0987134729360326
"223",2015-11-19,0.058117134396988
"224",2015-11-20,0.0202409040930532
"225",2015-11-23,0.0267690498875283
"226",2015-11-24,0.0203532571851697
"227",2015-11-25,0.037690182966757
"228",2015-11-27,0.0302846161955159
"229",2015-11-30,0.0384077880195966
"230",2015-12-01,0.015117186853598
"231",2015-12-02,0.0384519561822624
"232",2015-12-03,0.0372541099839352
"233",2015-12-04,0.0159706942217962
"234",2015-12-07,0.0439279444592857
"235",2015-12-08,0.0579103990601543
"236",2015-12-09,0.0557068700794926
"237",2015-12-10,0.0194874630704991
"238",2015-12-11,0.0672978187798106
"239",2015-12-14,0.0186775279750181
"240",2015-12-15,0.0621602460102057
"241",2015-12-16,0.0242230442644421
"242",2015-12-17,0.0548314774924673
"243",2015-12-18,0.0439192339348355
"244",2015-12-21,0.0182362961749684
"245",2015-12-22,0.0112863622646877
"246",2015-12-23,0.024103100027842
"247",2015-12-24,0.0189394985481011
"248",2015-12-28,0.029235763870446
"249",2015-12-29,0.00158632047835058
"250",2015-12-30,0.0247973291887262
"251",2015-12-31,0.0376112707457833
"252",2016-01-04,0.0716720240798205
"253",2016-01-05,0.034027549890588
"254",2016-01-06,0.0913181585347875
"255",2016-01-07,0.0961073101773432
"256",2016-01-08,0.0633696139325891
"257",2016-01-11,0.0514270877260688
"258",2016-01-12,0.0213845929632708
"259",2016-01-13,0.0898695617496948
"260",2016-01-14,0.0203701156966998
"261",2016-01-15,0.0954324230654506
"262",2016-01-19,0.0781812680028079
"263",2016-01-20,0.0800427076735364
"264",2016-01-21,0.0513226061226729
"265",2016-01-22,0.128980517841841
"266",2016-01-25,0.0966382953029764
"267",2016-01-26,0.0238674814066435
"268",2016-01-27,0.0935305970355643
"269",2016-01-28,0.0975118133292268
"270",2016-01-29,0.0791512083224468
"271",2016-02-01,0.0276515313305101
"272",2016-02-02,0.0746158719424479
"273",2016-02-03,0.0670366965296561
"274",2016-02-04,0.089579826829047
"275",2016-02-05,0.138475557268292
"276",2016-02-08,0.0941484931999537
"277",2016-02-09,0.0363547237163411
"278",2016-02-10,0.042104060647431
"279",2016-02-11,0.0709026357341385
